"date","type","name","title","text"
"06 марта 2022","Новость","Банк России разъясняет правила выплат по внешнему долгу российских эмитентов","Для поддержания финансовой стабильности российского рынка, защиты интересов кредиторов и для обеспечения возможности их российским заемщикам и эмитентам долговых ценных бумаг своевременно и в полном объеме осуществлять обслуживание и погашение долговых обязательств в рублях и иностранной валюте Указом Президента Российской Федерации от 5 марта 2022 года № 95 установлен особый временный порядок обслуживания долга.","Для поддержания финансовой стабильности российского рынка, защиты интересов кредиторов и для обеспечения возможности их российским заемщикам и эмитентам долговых ценных бумаг своевременно и в полном объеме осуществлять обслуживание и погашение долговых обязательств в рублях и иностранной валюте Указом Президента Российской Федерации от 5 марта 2022 года № 95 установлен особый временный порядок обслуживания долга.  Кредиторы — резиденты Российской Федерации и кредиторы из стран, не присоединившихся к санкциям против России, смогут получить средства по имеющимся долговым обязательствам резидентов Российской Федерации в установленные долговым обязательством сроки в рублях в объеме рублевого эквивалента по обменному курсу на момент выплаты, а при наличии специального разрешения —  в валюте долга.  Каких-либо ограничений на использование полученных кредиторами рублей, в том числе в части проведения конверсионных операций, не устанавливается.  Рублевые выплаты в адрес кредиторов из стран, которые ввели санкции против России, в погашение долговых обязательств будут зачисляться на счета типа «С», открываемые в российских и иностранных кредитных организациях. Режим счета «С» будет определен решением Банка России и предполагает возможность проведения операций с ценными бумагами, учитываемыми на счетах депо типа «С», осуществление налоговых платежей,  а также переводы между счетами «С»."
"06 марта 2022","Новость","Платежные карты Visa и Mastercard российских банков продолжат работать в России","Все карты международных платежных систем Visa и Mastercard, выпущенные российскими банками, продолжат работать на территории России в обычном режиме до истечения срока их действия. Операции по ним обрабатываются внутри страны в Национальной системе платежных карт, и санкции на них не влияют. Средства клиентов на счетах, привязанных к таким картам, полностью сохранены и доступны.","Все карты международных платежных систем Visa и Mastercard, выпущенные российскими банками, продолжат работать на территории России в обычном режиме до истечения срока их действия. Операции по ним обрабатываются внутри страны в Национальной системе платежных карт, и санкции на них не влияют. Средства клиентов на счетах, привязанных к таким картам, полностью сохранены и доступны.  Держатели этих карт в России смогут проводить операции в банкоматах, расплачиваться картами, делать переводы с карты на карту.  При этом трансграничные операции по картам Visa и Mastercard будут недоступны. Это касается как оплаты покупок в иностранных интернет-магазинах, так и использования этих карт за рубежом. В случае выезда за границу рекомендуется брать с собой наличную валюту и карту «Мир» для тех стран, где она принимается. На сегодняшний день это Турция, Вьетнам, Армения, Беларусь, Казахстан, Киргизия, Таджикистан, Южная Осетия и Абхазия."
"05 марта 2022","Новость","Информация о замедлении обработки некоторых операций в СБП","В настоящий момент из-за повышенного фона DDoS-атак на каналы телеком-провайдеров возможно кратковременное замедление работы Системы быстрых платежей (СБП). Часть операций может проходить медленнее, или их потребуется повторить через некоторое время. Это никак не влияет на сохранность средств.","В настоящий момент из-за повышенного фона DDoS-атак на каналы телеком-провайдеров возможно кратковременное замедление работы Системы быстрых платежей (СБП). Часть операций может проходить медленнее, или их потребуется повторить через некоторое время. Это никак не влияет на сохранность средств.  Операционный платежный и клиринговый центр СБП — АО «НСПК» взаимодействует с телеком-провайдерами по текущей ситуации.  Фото на превью: shutterstock"
"03 марта 2022","Новость","Банк России увеличил объявленный капитал АО РНПК до 300 млрд рублей","Банк России принял решение увеличить объявленный капитал дочерней перестраховочной компании АО РНПК с 71 до 300 млрд рублей.","Одним из главных направлений деятельности АО РНПК является обеспечение страховой защиты предприятий, попавших под международные санкции.  Увеличение объявленного капитала АО РНПК расширит возможности российских страховых компаний по перестрахованию рисков внутри страны, позволит создать дополнительные перестраховочные емкости и вести работу с новыми санкционными рисками.  Ожидается, что в ближайшее время на рассмотрение Госдумы поступит законопроект по увеличению обязательной доли перестрахования в АО РНПК.​  Фото на превью: Julia Moiseenko / Shutterstock / Fotodom"
"25 февраля 2022","Новость","Банк России увеличивает выдачу наличных банкам для пополнения банкоматов","В последние дни спрос на наличные вырос. Банк России непрерывно предоставляет наличные банкам  для загрузки в банкоматы  в течение рабочей недели.  Для удовлетворения возросшего спроса Банк России увеличил выдачу наличных денег банкам, и пополнение банкоматов продолжится в эти выходные. ","Объем готовых к загрузке в банкоматы банкнот более чем достаточен. Все средства клиентов на счетах в банках полностью сохранены и доступны для совершения любых операций.   Фото на превью: Jakub Janele / Shutterstock / Fotodom"
"25 февраля 2022","Новость","Банк России публикует условия заключения сделок «валютный своп» по продаже долларов США и евро","Для реализации комплекса мер по поддержанию финансовой стабильности и обеспечению непрерывности операционной деятельности финансовых организаций Банк России продолжает проводить операции «валютный своп» Банка России по предоставлению долларов США, а с 24 февраля 2022 года запустил инструмент «валютный своп» Банка России по продаже евро за рубли с последующей их покупкой с расчетами «сегодня/завтра». Дневные лимиты по этим операциям оперативно корректируются с учетом складывающейся ситуации на финансовых рынках. Эта информация ежедневно публикуется в разделах Условия заключения сделок «валютный своп» по продаже долларов США за рубли и Условия заключения сделок «валютный своп» по продаже евро за рубли.","Для реализации комплекса мер по поддержанию финансовой стабильности и обеспечению непрерывности операционной деятельности финансовых организаций Банк России продолжает проводить операции «валютный своп» Банка России по предоставлению долларов США, а с 24 февраля 2022 года запустил инструмент «валютный своп» Банка России по продаже евро за рубли с последующей их покупкой с расчетами «сегодня/завтра». Дневные лимиты по этим операциям оперативно корректируются с учетом складывающейся ситуации на финансовых рынках. Эта информация ежедневно публикуется в разделах Условия заключения сделок «валютный своп» по продаже долларов США за рубли и Условия заключения сделок «валютный своп» по продаже евро за рубли."
"25 февраля 2022","Новость","Комментарий Банка России об операциях по предоставлению ликвидности","Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем для повышения возможностей кредитных организаций по управлению собственной ликвидностью и сохранения условий по формированию ставок овернайт денежного рынка вблизи ключевой ставки Банк России проведет 28 февраля 2022 года аукцион репо «тонкой настройки» в объеме 3 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 1 марта 2022 года.","Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем для повышения возможностей кредитных организаций по управлению собственной ликвидностью и сохранения условий по формированию ставок овернайт денежного рынка вблизи ключевой ставки Банк России проведет 28 февраля 2022 года аукцион репо «тонкой настройки» в объеме 3 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 1 марта 2022 года.  Банк России продолжит отслеживать ситуацию с ликвидностью российского банковского сектора и с учетом этого будет уточнять объемы операций по предоставлению и абсорбированию ликвидности."
"25 февраля 2022","Новость","Карты всех платежных систем в России продолжают нормально работать ","Все платежные банковские карты, выпущенные всеми банками, работают и будут продолжать работать на всей территории России для оплаты товаров и услуг, переводов и операций через банкоматы без ограничений.","Все средства клиентов всех банков на счетах, привязанных к картам, сохранены и доступны клиентам в любой момент времени.  Карты, выпущенные банками, попавшими под санкции западных государств, также работают и будут работать на всей территории России без ограничений. Средства клиентов на счетах, привязанных к картам, также полностью сохранены и доступны. При этом клиенты банков, попавших под санкции (банков Группы ВТБ, Совкомбанка, Новикомбанка, Промсвязьбанка, Открытия), не смогут расплачиваться картами этих банков за границей и использовать их для оплаты услуг в онлайн-магазинах и агрегаторах услуг, зарегистрированных в странах, поддерживающих санкции.  Также карты этих банков не смогут использоваться с сервисами Apple Pay, Google Pay, но стандартная контактная или бесконтактная оплата по этим картам доступна в полном объеме на всей территории России.  Фото на превью: Respiro / Shutterstock / Fotodom"
"25 февраля 2022","Новость","Комментарий Банка России об операциях по предоставлению ликвидности","Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем для повышения возможностей кредитных организаций по управлению собственной ликвидностью и сохранения условий по формированию ставок овернайт денежного рынка вблизи ключевой ставки Банк России увеличил лимит на аукционе репо «тонкой настройки» 25 февраля 2022 года до 3 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 28 февраля 2022 года.","Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем для повышения возможностей кредитных организаций по управлению собственной ликвидностью и сохранения условий по формированию ставок овернайт денежного рынка вблизи ключевой ставки Банк России увеличил лимит на аукционе репо «тонкой настройки» 25 февраля 2022 года до 3 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 28 февраля 2022 года.  Банк России продолжит отслеживать ситуацию с ликвидностью российского банковского сектора и с учетом этого будет уточнять объемы операций по предоставлению и абсорбированию ликвидности."
"24 февраля 2022","Новость","Комментарий Банка России об операциях по предоставлению ликвидности","Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем для повышения возможностей кредитных организаций по управлению собственной ликвидностью и сохранения условий по формированию ставок овернайт денежного рынка вблизи ключевой ставки Банк России проведет 25 февраля 2022 года аукцион репо «тонкой настройки» в объеме 2 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 28 февраля 2022 года.","Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем для повышения возможностей кредитных организаций по управлению собственной ликвидностью и сохранения условий по формированию ставок овернайт денежного рынка вблизи ключевой ставки Банк России проведет 25 февраля 2022 года аукцион репо «тонкой настройки» в объеме 2 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 28 февраля 2022 года.  Банк России продолжит отслеживать ситуацию с ликвидностью российского банковского сектора и с учетом этого будет уточнять объемы операций по предоставлению и абсорбированию ликвидности."
"24 февраля 2022","Новость","Банк России вводит запрет коротких продаж на российском финансовым рынке","В связи со сложившейся ситуацией на финансовом рынке и в целях обеспечения защиты прав и законных интересов инвесторов на финансовых рынках, снижения рисков и ограничения чрезмерной волатильности Банк России предписал брокерам с 24 февраля 2022 года 11:00 мск и до отмены указанных предписаний приостановить короткие продажи на биржевом и внебиржевом рынке.","В связи со сложившейся ситуацией на финансовом рынке и в целях обеспечения защиты прав и законных интересов инвесторов на финансовых рынках, снижения рисков и ограничения чрезмерной волатильности Банк России предписал брокерам с 24 февраля 2022 года 11:00 мск и до отмены указанных предписаний приостановить короткие продажи на биржевом и внебиржевом рынке.  Фото на превью: shutterstock"
"24 февраля 2022","Новость","Банк России уточняет параметры моратория на переоценку ценных бумаг","Банк России обращает внимание, что кредитным организациям и некредитным финансовым организациям, применяющим нормативные акты Банка России по бухгалтерскому учету, будет предоставлено право отражать долевые и долговые ценные бумаги, приобретенные с 18 февраля по 31 декабря 2022 года, по справедливой стоимости на дату приобретения.","Банк России обращает внимание, что кредитным организациям и некредитным финансовым организациям, применяющим нормативные акты Банка России по бухгалтерскому учету, будет предоставлено право отражать долевые и долговые ценные бумаги, приобретенные с 18 февраля по 31 декабря 2022 года, по справедливой стоимости на дату приобретения.  Фото на превью: Shutterstock / Fotodom"
"24 февраля 2022","Новость","Меры Банка России по стабилизации ситуации на финансовом рынке","Для стабилизации ситуации на финансовом рынке Банк России принял решения начать интервенции на валютном рынке, расширить ломбардный список, провести сегодня операции по дополнительному предоставлению ликвидности банковскому сектору. ","Банк России будет обеспечивать поддержание финансовой стабильности и непрерывности операционной деятельности финансовых организаций, задействовав все необходимые инструменты. Банк России, финансовые организации имеют четкие планы действия для любого сценария развития событий."
"22 февраля 2022","Новость","Лимит наличных расчетов из кассы для кредитных кооперативов будет увеличен","Банк России планирует повысить для кредитных потребительских кооперативов и сельскохозяйственных кредитных потребительских кооперативов лимит расходования выручки из кассы со 100 тысяч до 300 тысяч рублей. Такую сумму кооперативы смогут выдавать пайщикам — физическим лицам без предварительного зачисления на банковский счет.","Изменения предусмотрены проектом указания Банка России и направлены на повышение доступности предоставления услуг по выдаче займов кооперативами. Для других участников наличных расчетов сохранятся действующие правила.  Фото на превью: Syda Productions / Shutterstock / Fotodom"
"21 февраля 2022","Новость","В январе динамика кредитования была сдержанной из-за длинных праздников","Ипотечное кредитование в январе, по предварительным данным, замедлилось до +1,1%, что во многом связано с длинными новогодними праздниками. Потребительское кредитование росло умеренно (+0,9% с корректировкой на списания и продажи проблемных кредитов), а корпоративный портфель практически не изменился.","Средства населения в банках за месяц ожидаемо снизились (-2,3%) после значительного декабрьского притока (+4,6%), что характерно для этих двух месяцев. При этом укрепилась тенденция роста срочных вкладов. Такой тренд поддерживается увеличением процентных ставок. Одновременно произошел значительный приток средств компаний (+1,8%), а также выросли госсредства (+4,5%), в основном за счет региональных бюджетов.  Чистая прибыль банковского сектора в январе составила 164 млрд рублей (доходность на капитал — 16,5% в годовом выражении), что на 47% выше, чем в декабре.  Более подробные сведения представлены в информационно-аналитическом материале «О развитии банковского сектора Российской Федерации в январе 2022 года».  Фото на превью: Юрий Кочетков / EPA / ТАСС"
"21 февраля 2022","Новость","Объем средств на счетах эскроу в долевом строительстве в 2021 году превысил 3 трлн рублей","Объем средств, размещенных участниками долевого строительства на счетах эскроу, по итогам 2021 года достиг почти 3,1 трлн рублей. В IV квартале 2021 года объем привлеченных средств (0,9 трлн рублей) был максимальным с начала реформы, что говорит о сохранении высоких темпов продаж жилья.","Проектное финансирование застройщиков — один из драйверов корпоративного кредитования. Портфель кредитов застройщикам по итогам года вырос до 2,6 трлн рублей и составил 5% от совокупного портфеля юридических лиц. На него приходится 20% квартального и 30% годового роста корпоративного портфеля.  Более подробная информация о динамике финансирования долевого строительства приведена в обзоре «О проектном финансировании строительства жилья в IV квартале 2021 года».  Фото на превью: VK Studio / Shutterstock / Fotodom"
"17 февраля 2022","Новость","Мониторинг отраслевых финансовых потоков: рост экономической активности в начале 2022 года","Динамика отраслевых финансовых потоков указывает на дальнейшее усиление экономической активности в большинстве отраслей в начале 2022 года, несмотря на ухудшение эпидемической ситуации в стране и мире.","Наиболее сильный рост наблюдался в отраслях, ориентированных на потребительский спрос. Этому способствует повышение потребительской активности на фоне увеличения реальных доходов, розничного кредитования, а также невысокой склонности домашних хозяйств к сбережению.  Более подробно читайте в очередном выпуске «Мониторинга отраслевых финансовых потоков»."
"17 февраля 2022","Новость","В январе инфляция ускорилась в большинстве регионов","Годовая инфляция в январе находилась в диапазоне от 4,5% в Чукотском автономном округе до 12,3% в Республике Калмыкия.","Годовой прирост цен на продовольственные товары увеличился в большинстве регионов — в основном за счет цен на плодоовощную и молочную продукцию. Это было связано с дальнейшим переносом в цены возросших издержек производителей и перебоями в импортных поставках. Темпы роста цен на непродовольственные товары также продолжили повышаться. В большей части регионов ускорилось подорожание легковых автомобилей и моторного топлива.  Услуги в январе дорожали быстрее, чем месяцем ранее. Наиболее заметно ускорился рост цен на услуги зарубежного туризма на фоне ослабления рубля. Продолжилось подорожание авиабилетов, связанное с увеличением цен на авиационный керосин и расширением спроса. В некоторых регионах повышение стоимости жилищных услуг было сильнее, чем годом ранее.  Более всего годовая инфляция в январе увеличилась в Сибири, где заметно ускорилось подорожание плодоовощной продукции и продуктов питания животного происхождения, а также жилищно-коммунальных и транспортных услуг. Менее всего годовая инфляция увеличилась на Северном Кавказе. Сдерживающее влияние на нее здесь оказало замедление роста цен на непродовольственные товары: моторное топливо, легковые автомобили и строительные материалы.  Подробнее об инфляции в регионах можно узнать в опубликованных на сайте Банка России информационно-аналитических материалах.  Фото на превью: Андрей Чепакин / ТАСС"
"17 февраля 2022","Новость","Банк России разработал детскую игру о признаках подлинности банкнот","Игра «Космический детектив: тайна семи банкнот» рассчитана на детей с 7 лет. В ней нужно спасти город Финбург — столицу финансовых технологий и изобретений — от главного злодея — фальшивомонетчика. На какие именно защитные признаки денег нужно обращать внимание, игроки смогут понять из подсказок. Информацию будет проще запомнить, пройдя квест, а в мини-играх можно сразу применить эти знания на практике.","Основы финансовой грамотности закладываются в детстве. Игра поможет детям научиться распознавать фальшивки. Она может быть также полезна родителям, уделяющим внимание финансовому воспитанию, и использоваться в качестве дополнительного материала в школе на уроках по финансовой грамотности в младших классах.  Играть можно онлайн на сайте «Финансовая культура» или скачав игру на компьютер."
"16 февраля 2022","Новость","В 2021 году Банк России выявил почти 2,7 тысячи нелегальных компаний и финансовых пирамид","Среди них 871 финансовая пирамида (в 2020 году — 222), 860 нелегальных профессиональных участников рынка ценных бумаг (в 2020 году — 395) и 948 компаний с признаками «черных кредиторов» (в 2020 году — 821).","Такая динамика объясняется несколькими факторами. Мошенники активно осваивают онлайн-пространство, где создавать новые проекты намного дешевле и проще. В то же время Банк России усовершенствовал процесс мониторинга, с помощью которого более эффективно выявляет нелегалов в Сети.  Более половины финансовых пирамид, действовавших в Интернете, привлекали средства клиентов в криптовалюте либо предлагали им вложения в различные несуществующие криптовалютные активы. Злоумышленники пользовались финансовой и цифровой неграмотностью потенциальных жертв и рекламировали инвестиции в проекты, которые невозможно реализовать даже технически.  Большинство выявленных нелегальных профессиональных участников рынка ценных бумаг — 812 из 860 — предлагали услуги форекс-дилеров. Многие из них позиционировали себя в качестве иностранных брокеров, и почти все пытались «завоевывать» клиентов в онлайне.  По инициативе Банка России в прошлом году был разделегирован или ограничен доступ более чем к 3 тысячам сайтов нелегальных участников финансового рынка и финансовых пирамид.  «Мы рекомендуем людям быть внимательнее, анализировать и оценивать все финансовые предложения, особенно те, которые касаются инвестиций. Инвестирование всегда сопряжено с риском. Поэтому надо пользоваться услугами только настоящих профессионалов, имеющих лицензию Банка России. Реестры всех легальных участников рынка размещены на сайте Банка России. Мы публикуем также так называемый предупредительный список — перечень компаний, у которых установлены признаки незаконной деятельности или финансовых пирамид. Проверяйте поступающие предложения при малейшем подозрении на то, что с вами связываются мошенники! Если же вам стало известно о таких схемах или вы оказались их жертвой, обязательно сообщайте об этом в правоохранительные органы и в Банк России. Такая информация поможет быстрее разоблачить злоумышленников», — говорит директор Департамента противодействия недобросовестным практикам Валерий Лях.  Фото на превью: Ruslan Grumble / shutterstock"
"16 февраля 2022","Новость","В Банке России состоялось заседание рабочей группы по финансированию малого и среднего предпринимательства","Участники встречи обсудили результаты мер поддержки кредитования малого и среднего предпринимательства (МСП), дальнейшие шаги по развитию инструментов его финансирования, вопросы снижения транзакционных издержек бизнеса, работы платформы «Знай своего клиента» и другие.","Регулятор рассмотрит расширение участия в программе стимулирования кредитования региональных банков и банков с базовой лицензией, активно работающих с МСП, отметила глава Банка России Эльвира Набиуллина.  В 2022 году также планируется увеличить с 10 до 50 млн рублей предельный размер ссуд субъектам МСП, оценка риска по которым производится на основании внутрибанковских подходов. Одновременно рассматривается вопрос о калибровке шкалы резервирования по таким ссудам. Это снизит операционные издержки у заемщиков и банков, позволит банкам более оперативно выдавать кредиты большему числу заемщиков.  Дополнительно регулятор начинает собирать предложения бизнеса в дорожную карту по финансированию МСП на 2023–2024 годы.  Фото на превью: fongbeerredhot / shutterstock"
"15 февраля 2022","Новость","Доходности денежного и долгового рынков выросли","В январе доходности денежного и долгового рынков продолжили расти. Это было связано с ростом премии за риск и пересмотром участниками рынка ожиданий по дальнейшему изменению ключевой ставки.","Рост ставок по рублевым депозитам в декабре и январе продолжился. При этом повышение ключевой ставки пока не в полном объеме транслировалось в ставки по депозитам.  Более подробно читайте в очередном выпуске комментария «Ликвидность банковского сектора и финансовые рынки».  Фото на превью: Yuriy Seleznev / shutterstock"
